"","week","state","incidence","inc_factor"
"490",2020-05-03,"South Carolina",12.0418419045999,"10-25"
"491",2020-05-03,"South Dakota",14.6949276500889,"10-25"
"492",2020-05-03,"Tennessee",6.88223788118446,"1-10"
"493",2020-05-03,"Texas",7.69074752376036,"1-10"
"494",2020-05-03,"Utah",5.61454641639098,"1-10"
"495",2020-05-03,"Vermont",3.20518470678169,"1-5"
"496",2020-05-03,"Virginia",24.7202308377499,"10-25"
"497",2020-05-03,"Washington",11.9502664055818,"10-25"
"498",2020-05-03,"West Virginia",1.67396982501993,"1-5"
"499",2020-05-03,"Wisconsin",10.9919665899175,"10-25"
"500",2020-05-03,"Wyoming",0,"0"
"501",2020-05-10,"Alabama",20.8028047075523,"10-25"
"502",2020-05-10,"Alaska",1.36696990615752,"1-5"
"503",2020-05-10,"Arizona",20.1958669364395,"10-25"
"504",2020-05-10,"Arkansas",2.650934255505,"1-5"
"505",2020-05-10,"California",13.5907311517249,"10-25"
"506",2020-05-10,"Colorado",39.0710739301124,"25-50"
"507",2020-05-10,"Connecticut",114.156307753064,">75"
"508",2020-05-10,"Delaware",63.6704581397546,"50-75"
"509",2020-05-10,"Florida",11.5934001799165,"10-25"
"510",2020-05-10,"Georgia",17.7067448475963,"10-25"
"511",2020-05-10,"Hawaii",0,"0"
"512",2020-05-10,"Idaho",3.9170371530974,"1-5"
"513",2020-05-10,"Illinois",61.5538997907246,"50-75"
"514",2020-05-10,"Indiana",39.9571077530306,"25-50"
"515",2020-05-10,"Iowa",29.793316788534,"25-50"
"516",2020-05-10,"Kansas",5.14877558684028,"1-10"
"517",2020-05-10,"Kentucky",6.71490505236171,"1-10"
"518",2020-05-10,"Louisiana",45.603225266596,"25-50"
"519",2020-05-10,"Maine",4.46358163742029,"1-5"
"520",2020-05-10,"Maryland",60.0428735890752,"50-75"
"521",2020-05-10,"Massachusetts",117.228820937764,">75"
"522",2020-05-10,"Michigan",32.2423761549805,"25-50"
"523",2020-05-10,"Minnesota",28.3706454605549,"25-50"
"524",2020-05-10,"Mississippi",33.2644635735644,"25-50"
"525",2020-05-10,"Missouri",16.4564048653605,"10-25"
"526",2020-05-10,"Montana",0,"0"
"527",2020-05-10,"Nebraska",13.9577586527765,"10-25"
"528",2020-05-10,"Nevada",16.557602926605,"10-25"
"529",2020-05-10,"New Hampshire",29.4180160342896,"25-50"
"530",2020-05-10,"New Jersey",127.558631373569,">75"
"531",2020-05-10,"New Mexico",32.4299215625118,"25-50"
"532",2020-05-10,"New York",31.4081313955836,"25-50"
"533",2020-05-10,"North Carolina",9.91601516540104,"1-10"
"534",2020-05-10,"North Dakota",9.18560432090827,"1-10"
"535",2020-05-10,"Ohio",23.8683902096825,"10-25"
"536",2020-05-10,"Oklahoma",5.30708969057393,"1-10"
"537",2020-05-10,"Oregon",2.37093967689308,"1-5"
"538",2020-05-10,"Pennsylvania",55.8506963253913,"50-75"
"539",2020-05-10,"Rhode Island",101.948249935574,">75"
"540",2020-05-10,"South Carolina",10.0996093393418,"10-25"
"541",2020-05-10,"South Dakota",11.3037905000684,"10-25"
"542",2020-05-10,"Tennessee",8.49297440656806,"1-10"
"543",2020-05-10,"Texas",8.2425500366759,"1-10"
"544",2020-05-10,"Utah",3.74303094426065,"1-5"
"545",2020-05-10,"Vermont",0,"0"
"546",2020-05-10,"Virginia",21.3226635662108,"10-25"
"547",2020-05-10,"Washington",10.3744070993512,"10-25"
"548",2020-05-10,"West Virginia",6.69587930007974,"1-10"
"549",2020-05-10,"Wisconsin",9.44622128821039,"1-10"
"550",2020-05-10,"Wyoming",0,"0"
"551",2020-05-17,"Alabama",19.9870084445111,"10-25"
"552",2020-05-17,"Alaska",0,"0"
"553",2020-05-17,"Arizona",16.4864219889302,"10-25"
"554",2020-05-17,"Arkansas",5.63323529294812,"1-10"
"555",2020-05-17,"California",13.5907311517249,"10-25"
"556",2020-05-17,"Colorado",23.4426443580675,"10-25"
"557",2020-05-17,"Connecticut",94.2420624202203,">75"
"558",2020-05-17,"Delaware",39.0238291824302,"25-50"
"559",2020-05-17,"Florida",12.5245969815163,"10-25"
"560",2020-05-17,"Georgia",20.9090284902466,"10-25"
"561",2020-05-17,"Hawaii",0,"0"
"562",2020-05-17,"Idaho",3.35746041694063,"1-5"
"563",2020-05-17,"Illinois",64.315933755693,"50-75"
"564",2020-05-17,"Indiana",34.4611486940636,"25-50"
"565",2020-05-17,"Iowa",31.3780676815411,"25-50"
"566",2020-05-17,"Kansas",4.46227217526157,"1-5"
"567",2020-05-17,"Kentucky",12.7583195994872,"10-25"
"568",2020-05-17,"Louisiana",43.8823488414415,"25-50"
"569",2020-05-17,"Maine",5.20751191032367,"1-10"
"570",2020-05-17,"Maryland",46.3140622725649,"25-50"
"571",2020-05-17,"Massachusetts",81.9731235517779,">75"
"572",2020-05-17,"Michigan",26.2344799770338,"25-50"
"573",2020-05-17,"Minnesota",23.2284659708293,"10-25"
"574",2020-05-17,"Mississippi",31.9204448433193,"25-50"
"575",2020-05-17,"Missouri",13.5235802358903,"10-25"
"576",2020-05-17,"Montana",0,"0"
"577",2020-05-17,"Nebraska",12.4068965802457,"10-25"
"578",2020-05-17,"Nevada",19.1548739739156,"10-25"
"579",2020-05-17,"New Hampshire",27.2116648317179,"25-50"
"580",2020-05-17,"New Jersey",93.670592500273,">75"
"581",2020-05-17,"New Mexico",23.368619949457,"10-25"
"582",2020-05-17,"New York",19.7907210921435,"10-25"
"583",2020-05-17,"North Carolina",10.4880929634049,"10-25"
"584",2020-05-17,"North Dakota",13.1222918870118,"10-25"
"585",2020-05-17,"Ohio",29.6002258514342,"25-50"
"586",2020-05-17,"Oklahoma",5.81252680396192,"1-10"
"587",2020-05-17,"Oregon",2.37093967689308,"1-5"
"588",2020-05-17,"Pennsylvania",83.5807623331031,">75"
"589",2020-05-17,"Rhode Island",99.1163541040306,">75"
"590",2020-05-17,"South Carolina",10.0996093393418,"10-25"
"591",2020-05-17,"South Dakota",6.78227430004103,"1-10"
"592",2020-05-17,"Tennessee",5.12507076258417,"1-10"
"593",2020-05-17,"Texas",5.72495107149874,"1-10"
"594",2020-05-17,"Utah",5.61454641639098,"1-10"
"595",2020-05-17,"Vermont",1.60259235339085,"1-5"
"596",2020-05-17,"Virginia",18.97951372377,"10-25"
"597",2020-05-17,"Washington",7.48533170459519,"1-10"
"598",2020-05-17,"West Virginia",3.90592959171318,"1-5"
"599",2020-05-17,"Wisconsin",9.27447181024293,"1-10"
"600",2020-05-17,"Wyoming",8.63917450959726,"1-10"
"601",2020-05-24,"Alabama",24.8817860227587,"10-25"
"602",2020-05-24,"Alaska",1.36696990615752,"1-5"
"603",2020-05-24,"Arizona",14.2882323904062,"10-25"
"604",2020-05-24,"Arkansas",5.96460207488624,"1-10"
"605",2020-05-24,"California",12.6796206834528,"10-25"
"606",2020-05-24,"Colorado",20.1433092261913,"10-25"
"607",2020-05-24,"Connecticut",66.4743118856911,"50-75"
"608",2020-05-24,"Delaware",43.1316006753176,"25-50"
"609",2020-05-24,"Florida",9.96380577711702,"1-10"
"610",2020-05-24,"Georgia",17.9892992866536,"10-25"
"611",2020-05-24,"Hawaii",0,"0"
"612",2020-05-24,"Idaho",1.67873020847031,"1-5"
"613",2020-05-24,"Illinois",42.6142383166555,"25-50"
"614",2020-05-24,"Indiana",22.2809151039204,"10-25"
"615",2020-05-24,"Iowa",27.2577153597226,"25-50"
"616",2020-05-24,"Kansas",7.89478923315509,"1-10"
"617",2020-05-24,"Kentucky",8.95320673648228,"1-10"
"618",2020-05-24,"Louisiana",21.9411744207207,"10-25"
"619",2020-05-24,"Maine",8.92716327484058,"1-10"
"620",2020-05-24,"Maryland",45.8178401767874,"25-50"
"621",2020-05-24,"Massachusetts",62.9669657017197,"50-75"
"622",2020-05-24,"Michigan",20.9275050198476,"10-25"
"623",2020-05-24,"Minnesota",33.5128249502804,"25-50"
"624",2020-05-24,"Mississippi",29.2324073828293,"25-50"
"625",2020-05-24,"Missouri",9.28727799332228,"1-10"
"626",2020-05-24,"Montana",0.935648001736563,"0-1"
"627",2020-05-24,"Nebraska",11.8899425560688,"10-25"
"628",2020-05-24,"Nevada",17.2069206884327,"10-25"
"629",2020-05-24,"New Hampshire",25.0053136291462,"25-50"
"630",2020-05-24,"New Jersey",62.2594202555901,"50-75"
"631",2020-05-24,"New Mexico",20.5071562821766,"10-25"
"632",2020-05-24,"New York",17.3747109847909,"10-25"
"633",2020-05-24,"North Carolina",15.5414468457728,"10-25"
"634",2020-05-24,"North Dakota",10.4978335096095,"10-25"
"635",2020-05-24,"Ohio",16.5111086396729,"10-25"
"636",2020-05-24,"Oklahoma",6.57068247404391,"1-10"
"637",2020-05-24,"Oregon",1.42256380613585,"1-5"
"638",2020-05-24,"Pennsylvania",33.6666435192219,"25-50"
"639",2020-05-24,"Rhode Island",70.7973957885933,"50-75"
"640",2020-05-24,"South Carolina",12.0418419045999,"10-25"
"641",2020-05-24,"South Dakota",13.5645486000821,"10-25"
"642",2020-05-24,"Tennessee",6.44294610153439,"1-10"
"643",2020-05-24,"Texas",7.06996969673037,"1-10"
"644",2020-05-24,"Utah",4.67878868032582,"1-5"
"645",2020-05-24,"Vermont",1.60259235339085,"1-5"
"646",2020-05-24,"Virginia",23.9001283928956,"10-25"
"647",2020-05-24,"Washington",8.01061814000538,"1-10"
"648",2020-05-24,"West Virginia",1.67396982501993,"1-5"
"649",2020-05-24,"Wisconsin",13.9117077153644,"10-25"
"650",2020-05-24,"Wyoming",6.91133960767781,"1-10"
"651",2020-05-31,"Alabama",20.8028047075523,"10-25"
"652",2020-05-31,"Alaska",4.10090971847255,"1-5"
"653",2020-05-31,"Arizona",19.0967721371775,"10-25"
"654",2020-05-31,"Arkansas",6.95870242070062,"1-10"
"655",2020-05-31,"California",12.7302379316902,"10-25"
"656",2020-05-31,"Colorado",14.586534267242,"10-25"
"657",2020-05-31,"Connecticut",40.10897299432,"25-50"
"658",2020-05-31,"Delaware",32.8621719430991,"25-50"
"659",2020-05-31,"Florida",11.2209214592766,"10-25"
"660",2020-05-31,"Georgia",16.1056030262711,"10-25"
"661",2020-05-31,"Hawaii",0,"0"
"662",2020-05-31,"Idaho",0.559576736156771,"0-1"
"663",2020-05-31,"Illinois",42.1407467798038,"25-50"
"664",2020-05-31,"Indiana",23.1721517080772,"10-25"
"665",2020-05-31,"Iowa",21.2356619662955,"10-25"
"666",2020-05-31,"Kansas",8.23804093894445,"1-10"
"667",2020-05-31,"Kentucky",8.72937656807022,"1-10"
"668",2020-05-31,"Louisiana",30.1153374402049,"25-50"
"669",2020-05-31,"Maine",7.43930272903381,"1-10"
"670",2020-05-31,"Maryland",36.7204350875336,"25-50"
"671",2020-05-31,"Massachusetts",42.945211630666,"25-50"
"672",2020-05-31,"Michigan",13.3175031944485,"10-25"
"673",2020-05-31,"Minnesota",26.0655305168848,"25-50"
"674",2020-05-31,"Mississippi",26.8803746049005,"25-50"
"675",2020-05-31,"Missouri",9.28727799332228,"1-10"
"676",2020-05-31,"Montana",0.935648001736563,"0-1"
"677",2020-05-31,"Nebraska",9.82212645936121,"1-10"
"678",2020-05-31,"Nevada",22.4014627830538,"10-25"
"679",2020-05-31,"New Hampshire",30.1534664351469,"25-50"
"680",2020-05-31,"New Jersey",53.1400476684241,"50-75"
"681",2020-05-31,"New Mexico",19.5533350597497,"10-25"
"682",2020-05-31,"New York",10.6921298367944,"10-25"
"683",2020-05-31,"North Carolina",12.2043263574167,"10-25"
"684",2020-05-31,"North Dakota",15.7467502644142,"10-25"
"685",2020-05-31,"Ohio",18.9065026392109,"10-25"
"686",2020-05-31,"Oklahoma",3.53805979371595,"1-5"
"687",2020-05-31,"Oregon",2.37093967689308,"1-5"
"688",2020-05-31,"Pennsylvania",30.3077904534991,"25-50"
"689",2020-05-31,"Rhode Island",54.7499860765122,"50-75"
"690",2020-05-31,"South Carolina",11.2649488784967,"10-25"
"691",2020-05-31,"South Dakota",3.39113715002052,"1-5"
"692",2020-05-31,"Tennessee",6.58937669475108,"1-10"
"693",2020-05-31,"Texas",5.89738935678485,"1-10"
"694",2020-05-31,"Utah",3.11919245355055,"1-5"
"695",2020-05-31,"Vermont",0,"0"
"696",2020-05-31,"Virginia",11.3642767358376,"10-25"
"697",2020-05-31,"Washington",4.59625630983915,"1-5"
"698",2020-05-31,"West Virginia",5.0219094750598,"1-10"
"699",2020-05-31,"Wisconsin",9.78972024414532,"1-10"
"700",2020-05-31,"Wyoming",1.72783490191945,"1-5"
"701",2020-06-07,"Alabama",21.0067537733127,"10-25"
"702",2020-06-07,"Alaska",0,"0"
"703",2020-06-07,"Arizona",19.371545836993,"10-25"
"704",2020-06-07,"Arkansas",7.62143598457686,"1-10"
"705",2020-06-07,"California",12.2240654493168,"10-25"
"706",2020-06-07,"Colorado",12.3290944401688,"10-25"
"707",2020-06-07,"Connecticut",36.7431850507407,"25-50"
"708",2020-06-07,"Delaware",24.6466289573244,"10-25"
"709",2020-06-07,"Florida",11.0346820989567,"10-25"
"710",2020-06-07,"Georgia",26.9368565234709,"25-50"
"711",2020-06-07,"Hawaii",0,"0"
"712",2020-06-07,"Idaho",2.23830694462708,"1-5"
"713",2020-06-07,"Illinois",47.8226452220245,"25-50"
"714",2020-06-07,"Indiana",17.5276532150841,"10-25"
"715",2020-06-07,"Iowa",16.4814092872741,"10-25"
"716",2020-06-07,"Kansas",3.77576876368287,"1-5"
"717",2020-06-07,"Kentucky",6.49107488394965,"1-10"
"718",2020-06-07,"Louisiana",16.9936546984014,"10-25"
"719",2020-06-07,"Maine",0.743930272903381,"0-1"
"720",2020-06-07,"Maryland",29.1116962856122,"25-50"
"721",2020-06-07,"Massachusetts",35.4007825604138,"25-50"
"722",2020-06-07,"Michigan",9.91302869361201,"1-10"
"723",2020-06-07,"Minnesota",20.7460344930308,"10-25"
"724",2020-06-07,"Mississippi",23.1843230967267,"10-25"
"725",2020-06-07,"Missouri",7.65793097694995,"1-10"
"726",2020-06-07,"Montana",0,"0"
"727",2020-06-07,"Nebraska",14.4747126769534,"10-25"
"728",2020-06-07,"Nevada",24.3494160685368,"10-25"
"729",2020-06-07,"New Hampshire",25.7407640300034,"25-50"
"730",2020-06-07,"New Jersey",54.3784809827306,"50-75"
"731",2020-06-07,"New Mexico",18.5995138373229,"10-25"
"732",2020-06-07,"New York",9.3042091368259,"1-10"
"733",2020-06-07,"North Carolina",9.53462996673177,"1-10"
"734",2020-06-07,"North Dakota",2.62445837740236,"1-5"
"735",2020-06-07,"Ohio",15.7411605683928,"10-25"
"736",2020-06-07,"Oklahoma",5.05437113387993,"1-10"
"737",2020-06-07,"Oregon",2.60803364458239,"1-5"
"738",2020-06-07,"Pennsylvania",20.9342470142725,"10-25"
"739",2020-06-07,"Rhode Island",22.6551666523499,"10-25"
"740",2020-06-07,"South Carolina",9.71116282629021,"1-10"
"741",2020-06-07,"South Dakota",11.3037905000684,"10-25"
"742",2020-06-07,"Tennessee",4.97864016936748,"1-5"
"743",2020-06-07,"Texas",7.20792032495926,"1-10"
"744",2020-06-07,"Utah",5.61454641639098,"1-10"
"745",2020-06-07,"Vermont",0,"0"
"746",2020-06-07,"Virginia",8.66965441703076,"1-10"
"747",2020-06-07,"Washington",7.87929653115283,"1-10"
"748",2020-06-07,"West Virginia",2.23195976669325,"1-5"
"749",2020-06-07,"Wisconsin",9.10272233227547,"1-10"
"750",2020-06-07,"Wyoming",1.72783490191945,"1-5"
"751",2020-06-14,"Alabama",22.0264991021142,"10-25"
"752",2020-06-14,"Alaska",1.36696990615752,"1-5"
"753",2020-06-14,"Arizona",21.2949617357015,"10-25"
"754",2020-06-14,"Arkansas",15.5742387510919,"10-25"
"755",2020-06-14,"California",12.2493740734355,"10-25"
"756",2020-06-14,"Colorado",8.50881165589115,"1-10"
"757",2020-06-14,"Connecticut",18.2313513610545,"10-25"
"758",2020-06-14,"Delaware",13.350257351884,"10-25"
"759",2020-06-14,"Florida",10.196604977517,"10-25"
"760",2020-06-14,"Georgia",18.4602233517493,"10-25"
"761",2020-06-14,"Hawaii",0,"0"
"762",2020-06-14,"Idaho",1.11915347231354,"1-5"
"763",2020-06-14,"Illinois",28.3305769549617,"25-50"
"764",2020-06-14,"Indiana",17.9732715171625,"10-25"
"765",2020-06-14,"Iowa",10.1424057152456,"10-25"
"766",2020-06-14,"Kansas",3.77576876368287,"1-5"
"767",2020-06-14,"Kentucky",5.59575421030143,"1-10"
"768",2020-06-14,"Louisiana",21.5109553144321,"10-25"
"769",2020-06-14,"Maine",1.48786054580676,"1-5"
"770",2020-06-14,"Maryland",21.0067353879134,"10-25"
"771",2020-06-14,"Massachusetts",26.6956720947383,"25-50"
"772",2020-06-14,"Michigan",7.50987022243334,"1-10"
"773",2020-06-14,"Minnesota",17.3770203445899,"10-25"
"774",2020-06-14,"Mississippi",24.1923371444104,"10-25"
"775",2020-06-14,"Missouri",8.47260448513612,"1-10"
"776",2020-06-14,"Montana",1.87129600347313,"1-5"
"777",2020-06-14,"Nebraska",14.4747126769534,"10-25"
"778",2020-06-14,"Nevada",19.1548739739156,"10-25"
"779",2020-06-14,"New Hampshire",15.4444584180021,"10-25"
"780",2020-06-14,"New Jersey",30.1727389303764,"25-50"
"781",2020-06-14,"New Mexico",16.6918713924693,"10-25"
"782",2020-06-14,"New York",5.44887385913561,"1-10"
"783",2020-06-14,"North Carolina",10.202054064403,"10-25"
"784",2020-06-14,"North Dakota",6.56114594350591,"1-10"
"785",2020-06-14,"Ohio",12.2336193547835,"10-25"
"786",2020-06-14,"Oklahoma",3.28534123702195,"1-5"
"787",2020-06-14,"Oregon",3.55640951533962,"1-5"
"788",2020-06-14,"Pennsylvania",16.5599267426335,"10-25"
"789",2020-06-14,"Rhode Island",33.9827499785248,"25-50"
"790",2020-06-14,"South Carolina",11.2649488784967,"10-25"
"791",2020-06-14,"South Dakota",6.78227430004103,"1-10"
"792",2020-06-14,"Tennessee",8.93226618621813,"1-10"
"793",2020-06-14,"Texas",10.0014205465942,"10-25"
"794",2020-06-14,"Utah",5.30262717103593,"1-10"
"795",2020-06-14,"Vermont",1.60259235339085,"1-5"
"796",2020-06-14,"Virginia",7.61523698793243,"1-10"
"797",2020-06-14,"Washington",7.48533170459519,"1-10"
"798",2020-06-14,"West Virginia",0,"0"
"799",2020-06-14,"Wisconsin",9.27447181024293,"1-10"
"800",2020-06-14,"Wyoming",3.4556698038389,"1-5"
"801",2020-06-21,"Alabama",24.0659897597174,"10-25"
"802",2020-06-21,"Alaska",1.36696990615752,"1-5"
"803",2020-06-21,"Arizona",33.1102308277681,"25-50"
"804",2020-06-21,"Arkansas",11.5978373678344,"10-25"
"805",2020-06-21,"California",13.5654225276062,"10-25"
"806",2020-06-21,"Colorado",4.68852887161349,"1-5"
"807",2020-06-21,"Connecticut",16.8289397178965,"10-25"
"808",2020-06-21,"Delaware",73.9398868719731,"50-75"
"809",2020-06-21,"Florida",11.4537206596766,"10-25"
"810",2020-06-21,"Georgia",12.6207649445633,"10-25"
"811",2020-06-21,"Hawaii",0,"0"
"812",2020-06-21,"Idaho",1.11915347231354,"1-5"
"813",2020-06-21,"Illinois",19.3342377547789,"10-25"
"814",2020-06-21,"Indiana",11.5860758540386,"10-25"
"815",2020-06-21,"Iowa",6.97290392923136,"1-10"
"816",2020-06-21,"Kansas",3.43251705789352,"1-5"
"817",2020-06-21,"Kentucky",6.71490505236171,"1-10"
"818",2020-06-21,"Louisiana",18.4994215704116,"10-25"
"819",2020-06-21,"Maine",1.48786054580676,"1-5"
"820",2020-06-21,"Maryland",17.533180717471,"10-25"
"821",2020-06-21,"Massachusetts",24.2292241294636,"10-25"
"822",2020-06-21,"Michigan",6.60868579574134,"1-10"
"823",2020-06-21,"Minnesota",8.51119363816646,"1-10"
"824",2020-06-21,"Mississippi",43.344604050402,"25-50"
"825",2020-06-21,"Missouri",7.82086567858719,"1-10"
"826",2020-06-21,"Montana",1.87129600347313,"1-5"
"827",2020-06-21,"Nebraska",11.8899425560688,"10-25"
"828",2020-06-21,"Nevada",4.86988321370736,"1-5"
"829",2020-06-21,"New Hampshire",19.1217104222883,"10-25"
"830",2020-06-21,"New Jersey",30.0601540836213,"25-50"
"831",2020-06-21,"New Mexico",11.9227652803352,"10-25"
"832",2020-06-21,"New York",3.54690845547507,"1-5"
"833",2020-06-21,"North Carolina",9.7253225660664,"1-10"
"834",2020-06-21,"North Dakota",14.434521075713,"10-25"
"835",2020-06-21,"Ohio",9.15382706966319,"1-10"
"836",2020-06-21,"Oklahoma",5.30708969057393,"1-10"
"837",2020-06-21,"Oregon",3.08222157996101,"1-5"
"838",2020-06-21,"Pennsylvania",14.2946537448204,"10-25"
"839",2020-06-21,"Rhode Island",21.7112013751686,"10-25"
"840",2020-06-21,"South Carolina",15.926307035116,"10-25"
"841",2020-06-21,"South Dakota",11.3037905000684,"10-25"
"842",2020-06-21,"Tennessee",8.34654381335137,"1-10"
"843",2020-06-21,"Texas",14.1399393934607,"10-25"
"844",2020-06-21,"Utah",4.67878868032582,"1-5"
"845",2020-06-21,"Vermont",0,"0"
"846",2020-06-21,"Virginia",14.1760565467665,"10-25"
"847",2020-06-21,"Washington",5.90947239836463,"1-10"
"848",2020-06-21,"West Virginia",2.78994970836656,"1-5"
"849",2020-06-21,"Wisconsin",5.66773277292624,"1-10"
"850",2020-06-21,"Wyoming",0,"0"
"851",2020-06-28,"Alabama",30.1844617325269,"25-50"
"852",2020-06-28,"Alaska",1.36696990615752,"1-5"
"853",2020-06-28,"Arizona",31.0494280791519,"25-50"
"854",2020-06-28,"Arkansas",8.94690311232936,"1-10"
"855",2020-06-28,"California",16.248136684185,"10-25"
"856",2020-06-28,"Colorado",4.68852887161349,"1-5"
"857",2020-06-28,"Connecticut",6.73157588715859,"1-10"
"858",2020-06-28,"Delaware",5.13471436610924,"1-10"
"859",2020-06-28,"Florida",14.5266701049557,"10-25"
"860",2020-06-28,"Georgia",7.62896985454945,"1-10"
"861",2020-06-28,"Hawaii",1.41255706730552,"1-5"
"862",2020-06-28,"Idaho",12.310688195449,"10-25"
"863",2020-06-28,"Illinois",11.8372884212932,"10-25"
"864",2020-06-28,"Indiana",10.8433786839079,"10-25"
"865",2020-06-28,"Iowa",5.38815303622424,"1-10"
"866",2020-06-28,"Kansas",4.46227217526157,"1-5"
"867",2020-06-28,"Kentucky",6.93873522077377,"1-10"
"868",2020-06-28,"Louisiana",18.9296406767002,"10-25"
"869",2020-06-28,"Maine",2.23179081871014,"1-5"
"870",2020-06-28,"Maryland",14.0596260470286,"10-25"
"871",2020-06-28,"Massachusetts",19.0061578500582,"10-25"
"872",2020-06-28,"Michigan",5.60736976608356,"1-10"
"873",2020-06-28,"Minnesota",8.51119363816646,"1-10"
"874",2020-06-28,"Mississippi",46.0326415108921,"25-50"
"875",2020-06-28,"Missouri",7.00619217040102,"1-10"
"876",2020-06-28,"Montana",0.935648001736563,"0-1"
"877",2020-06-28,"Nebraska",8.7882184110074,"1-10"
"878",2020-06-28,"Nevada",12.3370374747253,"10-25"
"879",2020-06-28,"New Hampshire",8.08995440942965,"1-10"
"880",2020-06-28,"New Jersey",27.1329480679877,"25-50"
"881",2020-06-28,"New Mexico",10.492033446695,"10-25"
"882",2020-06-28,"New York",1.90196540366054,"1-5"
"883",2020-06-28,"North Carolina",9.34393736739713,"1-10"
"884",2020-06-28,"North Dakota",14.434521075713,"10-25"
"885",2020-06-28,"Ohio",8.81162792687204,"1-10"
"886",2020-06-28,"Oklahoma",5.55980824726792,"1-10"
"887",2020-06-28,"Oregon",2.60803364458239,"1-5"
"888",2020-06-28,"Pennsylvania",11.6388164370396,"10-25"
"889",2020-06-28,"Rhode Island",19.8232708208061,"10-25"
"890",2020-06-28,"South Carolina",24.4721303222513,"10-25"
"891",2020-06-28,"South Dakota",6.78227430004103,"1-10"
"892",2020-06-28,"Tennessee",10.2501415251683,"10-25"
"893",2020-06-28,"Texas",27.0038354758043,"25-50"
"894",2020-06-28,"Utah",4.67878868032582,"1-5"
"895",2020-06-28,"Vermont",0,"0"
"896",2020-06-28,"Virginia",14.1760565467665,"10-25"
"897",2020-06-28,"Washington",5.77815078951208,"1-10"
"898",2020-06-28,"West Virginia",0.557989941673311,"0-1"
"899",2020-06-28,"Wisconsin",3.26324008138177,"1-5"
"900",2020-06-28,"Wyoming",0,"0"
"901",2020-07-05,"Alabama",28.960767337965,"25-50"
"902",2020-07-05,"Alaska",4.10090971847255,"1-5"
"903",2020-07-05,"Arizona",47.5358500680821,"25-50"
"904",2020-07-05,"Arkansas",10.9351038039581,"10-25"
"905",2020-07-05,"California",18.1715921172038,"10-25"
"906",2020-07-05,"Colorado",5.90407339388366,"1-10"
"907",2020-07-05,"Connecticut",3.6462702722109,"1-5"
"908",2020-07-05,"Delaware",6.16165723933109,"1-10"
"909",2020-07-05,"Florida",23.0471208395931,"10-25"
"910",2020-07-05,"Georgia",13.0916890096589,"10-25"
"911",2020-07-05,"Hawaii",0,"0"
"912",2020-07-05,"Idaho",5.03619062541094,"1-10"
"913",2020-07-05,"Illinois",11.4427121405834,"10-25"
"914",2020-07-05,"Indiana",10.5462998158557,"10-25"
"915",2020-07-05,"Iowa",8.55765482223849,"1-10"
"916",2020-07-05,"Kansas",2.40276194052546,"1-5"
"917",2020-07-05,"Kentucky",8.28171623124611,"1-10"
"918",2020-07-05,"Louisiana",26.8886941430401,"25-50"
"919",2020-07-05,"Maine",5.20751191032367,"1-10"
"920",2020-07-05,"Maryland",11.4131082028821,"10-25"
"921",2020-07-05,"Massachusetts",18.5709023267745,"10-25"
"922",2020-07-05,"Michigan",5.60736976608356,"1-10"
"923",2020-07-05,"Minnesota",5.14217948972557,"1-10"
"924",2020-07-05,"Mississippi",62.4968709563936,"50-75"
"925",2020-07-05,"Missouri",7.16912687203825,"1-10"
"926",2020-07-05,"Montana",5.61388801041938,"1-10"
"927",2020-07-05,"Nebraska",2.06781609670762,"1-5"
"928",2020-07-05,"Nevada",22.07680390214,"10-25"
"929",2020-07-05,"New Hampshire",11.0317560128586,"10-25"
"930",2020-07-05,"New Jersey",37.8285085097256,"25-50"
"931",2020-07-05,"New Mexico",14.3073183364023,"10-25"
"932",2020-07-05,"New York",2.05617881476815,"1-5"
"933",2020-07-05,"North Carolina",11.6322485594128,"10-25"
"934",2020-07-05,"North Dakota",14.434521075713,"10-25"
"935",2020-07-05,"Ohio",11.0359223550145,"10-25"
"936",2020-07-05,"Oklahoma",9.35058659767787,"1-10"
"937",2020-07-05,"Oregon",4.50478538609686,"1-5"
"938",2020-07-05,"Pennsylvania",12.1074936090009,"10-25"
"939",2020-07-05,"Rhode Island",13.2155138805374,"10-25"
"940",2020-07-05,"South Carolina",28.745041965819,"25-50"
"941",2020-07-05,"South Dakota",13.5645486000821,"10-25"
"942",2020-07-05,"Tennessee",16.107365253836,"10-25"
"943",2020-07-05,"Texas",42.1784045809817,"25-50"
"944",2020-07-05,"Utah",10.6052543420719,"10-25"
"945",2020-07-05,"Vermont",0,"0"
"946",2020-07-05,"Virginia",13.2387966097902,"10-25"
"947",2020-07-05,"Washington",9.19251261967831,"1-10"
"948",2020-07-05,"West Virginia",1.11597988334662,"1-5"
"949",2020-07-05,"Wisconsin",4.29373694918654,"1-5"
"950",2020-07-05,"Wyoming",1.72783490191945,"1-5"
"951",2020-07-12,"Alabama",42.6253547439063,"25-50"
"952",2020-07-12,"Alaska",8.2018194369451,"1-10"
"953",2020-07-12,"Arizona",79.5469860965882,">75"
"954",2020-07-12,"Arkansas",12.5919377136487,"10-25"
"955",2020-07-12,"California",22.4234409691401,"10-25"
"956",2020-07-12,"Colorado",4.68852887161349,"1-5"
"957",2020-07-12,"Connecticut",13.4631517743172,"10-25"
