,submission_date,state,new_death,week
24933,2021-05-31,Montana,0.0,66
24934,2021-03-11,California,90.0,54
24935,2021-02-08,Louisiana,23.0,50
24936,2021-03-17,North Dakota,0.0,55
24937,2021-03-17,Mississippi,1.0,55
24938,2020-11-28,Louisiana,0.0,39
24939,2021-03-19,Maine,0.0,55
24940,2020-09-08,Oregon,4.0,28
24941,2020-08-24,Montana,6.0,26
24942,2020-06-06,Missouri,10.0,14
24943,2020-10-31,Wyoming,0.0,35
24945,2020-12-12,Minnesota,67.0,41
24946,2020-04-30,Maine,2.0,9
24948,2020-08-15,Wyoming,0.0,24
24949,2020-10-13,Vermont,0.0,33
24951,2021-02-23,Mississippi,3.0,52
24952,2021-01-21,Louisiana,59.0,47
24953,2020-03-03,Delaware,0.0,1
24954,2020-12-31,Missouri,41.0,44
24955,2021-05-06,Rhode Island,1.0,62
24956,2020-03-18,Arizona,0.0,3
24957,2020-11-27,Missouri,57.0,39
24959,2020-05-22,New Hampshire,5.0,12
24962,2021-03-21,Virginia,10.0,56
24963,2020-03-24,Alabama,1.0,4
24965,2020-12-06,Rhode Island,15.0,41
24966,2020-06-12,Oregon,2.0,15
24967,2020-06-22,Vermont,0.0,17
24968,2020-04-18,Oregon,2.0,7
24970,2020-04-29,Montana,1.0,9
24971,2020-10-24,Rhode Island,1.0,34
24972,2020-05-14,Oregon,3.0,11
24973,2020-09-29,Montana,5.0,31
24974,2020-08-13,Indiana,15.0,24
24975,2020-12-04,Michigan,137.0,40
24976,2020-05-27,Washington,17.0,13
24977,2020-12-29,Minnesota,36.0,44
24978,2021-05-01,California,16.0,61
24979,2020-07-19,New Hampshire,2.0,21
24980,2021-06-04,Wyoming,0.0,66
24981,2020-04-18,North Dakota,0.0,7
24982,2021-01-06,Rhode Island,19.0,45
24983,2021-04-05,Mississippi,4.0,58
24984,2020-03-13,Michigan,0.0,2
24985,2021-03-20,Mississippi,2.0,55
24986,2021-03-17,Michigan,18.0,55
24987,2021-02-19,North Carolina,30.0,51
24988,2020-08-13,Nevada,34.0,24
24989,2021-01-10,Washington,1.0,46
24990,2021-02-22,New Hampshire,0.0,52
24991,2020-12-22,Illinois,144.0,43
24993,2021-04-11,Indiana,10.0,59
24994,2020-04-28,Delaware,7.0,9
24995,2021-02-21,Minnesota,9.0,52
24996,2020-04-11,Minnesota,10.0,6
24998,2021-05-06,Montana,2.0,62
24999,2021-04-28,Connecticut,13.0,61
25000,2020-04-07,North Carolina,4.0,6
25001,2020-09-02,Vermont,0.0,27
25002,2021-03-09,Oregon,5.0,54
25003,2020-12-23,Oregon,21.0,43
25004,2021-04-12,New Hampshire,0.0,59
25005,2021-05-20,Maine,2.0,64
25006,2020-10-21,Arizona,17.0,34
25007,2020-12-15,Idaho,20.0,42
25008,2021-04-30,North Carolina,11.0,61
25009,2020-08-09,North Dakota,1.0,24
25010,2020-10-07,South Carolina,11.0,32
25011,2020-11-16,South Carolina,19.0,38
25012,2021-04-30,Rhode Island,2.0,61
25013,2020-10-10,Rhode Island,2.0,32
25014,2020-11-23,Maine,12.0,39
25015,2021-05-20,Maryland,14.0,64
25016,2020-04-03,Arizona,9.0,5
25017,2021-01-06,Illinois,173.0,45
25019,2020-06-29,South Carolina,12.0,18
25020,2021-02-02,Delaware,7.0,49
25021,2021-02-27,Delaware,0.0,52
25022,2020-08-26,California,107.0,26
25026,2020-04-02,Louisiana,37.0,5
25027,2020-12-27,Idaho,0.0,44
25028,2020-08-25,Mississippi,25.0,26
25029,2020-03-12,Arizona,0.0,2
25030,2021-05-18,Rhode Island,1.0,64
25031,2020-12-28,Missouri,49.0,44
25032,2021-01-25,South Carolina,73.0,48
25033,2020-05-03,Illinois,59.0,10
25035,2020-06-18,Oregon,4.0,16
25036,2020-09-12,Louisiana,0.0,28
25037,2020-11-28,Montana,12.0,39
25038,2021-01-03,Connecticut,0.0,45
25039,2020-11-08,Minnesota,31.0,37
25041,2020-12-13,Indiana,100.0,42
25042,2020-09-10,North Dakota,4.0,28
25043,2020-09-12,Indiana,12.0,28
25044,2021-01-02,Oregon,15.0,44
25045,2021-05-21,Minnesota,21.0,64
25048,2021-04-14,Vermont,4.0,59
25051,2021-01-15,Nevada,40.0,46
25054,2020-10-10,New Hampshire,5.0,32
25055,2021-05-08,Wisconsin,27.0,62
25056,2020-08-05,Alabama,38.0,23
25059,2021-05-14,Vermont,0.0,63
25060,2020-04-02,Kentucky,11.0,5
25061,2021-01-15,Maine,30.0,46
25063,2020-03-04,South Carolina,0.0,1
25064,2020-10-21,Illinois,68.0,34
25065,2020-09-09,Connecticut,0.0,28
25066,2021-05-16,Mississippi,0.0,64
25068,2021-01-14,New Hampshire,12.0,46
25069,2020-12-14,Wisconsin,13.0,42
25072,2020-09-11,Montana,10.0,28
25073,2020-03-26,Virginia,1.0,4
25074,2020-09-16,Minnesota,6.0,29
25075,2020-05-10,Arizona,4.0,11
25076,2020-11-07,Missouri,46.0,36
25077,2020-06-02,Oregon,3.0,14
25078,2020-08-31,Alabama,24.0,27
25079,2020-11-21,Indiana,73.0,38
25081,2020-04-13,Wisconsin,10.0,7
25082,2020-12-13,Montana,2.0,42
25083,2020-06-26,Alabama,13.0,17
25084,2021-04-21,Mississippi,2.0,60
25085,2021-02-25,Montana,2.0,52
25086,2021-03-18,Missouri,3.0,55
25087,2020-06-24,Wyoming,0.0,17
25088,2020-12-24,Delaware,16.0,43
25090,2020-05-20,Minnesota,0.0,12
25091,2021-02-23,Wisconsin,39.0,52
25092,2020-12-22,Minnesota,24.0,43
25093,2021-03-14,Delaware,3.0,55
25094,2020-08-18,Rhode Island,5.0,25
25096,2021-02-10,Indiana,37.0,50
25097,2020-05-19,Maine,0.0,12
25100,2020-03-04,Arizona,0.0,1
25103,2020-10-19,Louisiana,16.0,34
25105,2020-05-31,Wyoming,1.0,14
25106,2020-05-31,Louisiana,6.0,14
25107,2021-03-13,Minnesota,4.0,54
25108,2020-04-12,New Hampshire,0.0,7
25110,2020-10-02,Missouri,31.0,31
25112,2021-05-16,Delaware,0.0,64
25113,2020-05-12,South Carolina,10.0,11
25115,2020-04-17,South Carolina,4.0,7
25116,2020-06-24,Kentucky,1.0,17
25117,2021-03-17,Delaware,2.0,55
25118,2021-02-12,Vermont,1.0,50
25119,2020-09-23,Rhode Island,0.0,30
25121,2020-05-25,Vermont,0.0,13
25123,2020-10-16,Louisiana,20.0,33
25124,2020-06-03,Virginia,17.0,14
25125,2021-03-18,New Hampshire,5.0,55
25126,2021-04-28,New Jersey,49.0,61
25127,2020-04-02,Alabama,3.0,5
25129,2021-01-27,Delaware,7.0,48
25130,2020-05-07,Wyoming,0.0,10
25131,2021-02-04,Maine,2.0,49
25134,2021-01-15,Montana,9.0,46
25136,2021-03-31,Maryland,20.0,57
25137,2020-09-06,Alabama,19.0,28
25139,2021-03-07,Washington,0.0,54
25140,2020-06-11,Michigan,11.0,15
25141,2020-09-16,Connecticut,2.0,29
25142,2020-03-09,Michigan,0.0,2
25143,2020-10-17,Rhode Island,2.0,33
25145,2020-05-24,Missouri,5.0,13
25147,2020-06-05,Virginia,7.0,14
25148,2020-03-13,Louisiana,0.0,2
25149,2021-05-05,Illinois,33.0,62
25150,2020-10-10,Missouri,29.0,32
25152,2021-03-10,Kentucky,34.0,54
25153,2020-11-24,Wisconsin,114.0,39
25154,2020-07-05,Virginia,0.0,19
25155,2021-06-04,Maryland,9.0,66
25157,2020-10-02,Mississippi,12.0,31
25158,2020-03-01,Montana,0.0,1
25159,2020-03-13,Washington,6.0,2
25160,2020-12-07,Mississippi,49.0,41
25161,2021-03-10,Maine,0.0,54
25163,2020-07-09,Nevada,18.0,19
25164,2021-05-23,Louisiana,0.0,65
25165,2020-05-21,Nevada,3.0,12
25166,2021-05-11,Washington,7.0,63
25167,2021-04-05,North Carolina,8.0,58
25168,2020-03-19,Louisiana,3.0,3
25169,2021-05-17,North Carolina,16.0,64
25170,2020-10-17,Wyoming,0.0,33
25172,2020-03-20,Connecticut,1.0,3
25173,2021-03-21,Wisconsin,0.0,56
25174,2020-07-16,Wisconsin,4.0,20
25175,2020-03-17,Illinois,1.0,3
25176,2020-04-26,California,68.0,9
25177,2021-05-11,Connecticut,2.0,63
25178,2021-04-16,Nevada,6.0,59
25181,2021-05-12,Michigan,60.0,63
25182,2020-03-07,California,1.0,1
25183,2020-06-14,Missouri,9.0,16
25184,2020-07-18,Rhode Island,4.0,20
25185,2020-07-18,Minnesota,3.0,20
25187,2020-11-18,Illinois,151.0,38
25188,2020-10-21,Maine,0.0,34
25190,2021-03-16,California,59.0,55
25192,2020-07-05,Mississippi,19.0,19
25193,2021-05-03,Kentucky,5.0,62
25194,2020-08-15,Minnesota,7.0,24
25195,2020-05-26,Nebraska,3.0,13
25196,2021-02-21,California,193.0,52
25197,2021-05-17,New Jersey,14.0,64
25198,2021-02-02,Kentucky,32.0,49
25199,2021-02-25,Rhode Island,5.0,52
25200,2020-11-28,New Hampshire,6.0,39
25202,2021-04-07,South Carolina,6.0,58
25203,2021-01-20,Delaware,5.0,47
25204,2020-10-22,Wyoming,7.0,34
25205,2020-07-04,Nebraska,0.0,18
25206,2021-03-07,Alabama,14.0,54
25207,2020-11-04,Washington,16.0,36
25208,2021-04-04,Virginia,31.0,58
25209,2020-05-26,Idaho,2.0,13
25210,2021-02-22,South Carolina,21.0,52
25211,2020-11-20,Illinois,147.0,38
25212,2020-03-29,North Dakota,0.0,5
25215,2021-03-12,Alabama,10.0,54
25216,2020-09-01,Rhode Island,2.0,27
25217,2020-05-29,South Carolina,9.0,13
25218,2020-04-02,Wisconsin,7.0,5
25219,2020-08-10,Nebraska,3.0,24
25220,2020-11-22,Nebraska,4.0,39
25221,2020-07-03,Wisconsin,3.0,18
25223,2020-06-29,Connecticut,4.0,18
25224,2021-05-25,North Dakota,2.0,65
25225,2020-08-11,South Carolina,34.0,24
25226,2021-01-16,Nebraska,0.0,46
25227,2020-03-22,New Jersey,4.0,4
25229,2021-04-03,Michigan,53.0,57
25230,2020-04-27,Virginia,34.0,9
25232,2020-08-01,Alabama,45.0,22
25233,2020-05-05,Washington,21.0,10
25234,2020-10-29,Mississippi,16.0,35
25236,2020-07-11,North Dakota,2.0,19
25237,2020-09-30,Wyoming,0.0,31
25239,2021-03-31,Alabama,4.0,57
25240,2020-06-02,Louisiana,34.0,14
25241,2020-06-18,Arizona,32.0,16
25243,2020-09-26,North Dakota,4.0,30
25245,2021-05-27,Washington,13.0,65
25247,2020-12-17,South Carolina,36.0,42
25248,2020-12-01,South Carolina,16.0,40
25250,2020-04-25,Arizona,7.0,8
25251,2021-01-05,Vermont,5.0,45
25252,2020-10-13,Oregon,6.0,33
25253,2021-01-01,Maryland,42.0,44
25254,2020-12-01,Missouri,57.0,40
25255,2020-07-11,Minnesota,0.0,19
25256,2021-03-22,Rhode Island,0.0,56
25257,2020-10-27,Wyoming,0.0,35
25258,2020-06-19,Michigan,11.0,16
25259,2020-12-21,Washington,2.0,43
25261,2020-07-02,Kentucky,9.0,18
25264,2021-01-21,Michigan,65.0,47
25265,2020-05-06,California,67.0,10
25266,2020-10-05,Maryland,7.0,32
25267,2020-10-12,South Carolina,15.0,33
25269,2020-12-22,Kentucky,28.0,43
25271,2020-12-20,Michigan,118.0,43
25272,2020-03-25,Nebraska,0.0,4
25274,2020-05-24,Kentucky,0.0,13
25275,2021-06-05,Rhode Island,0.0,66
25276,2020-04-28,Virginia,30.0,9
25277,2020-04-24,Wisconsin,5.0,8
25278,2021-05-07,Delaware,0.0,62
25279,2020-11-09,Minnesota,19.0,37
25280,2020-10-04,Michigan,14.0,32
25281,2020-12-02,Maryland,42.0,40
25282,2021-05-24,New Jersey,9.0,65
25283,2020-06-07,Kentucky,0.0,15
25284,2021-04-01,Maryland,18.0,57
25285,2021-04-12,Louisiana,25.0,59
25286,2020-03-11,Arizona,0.0,2
25287,2021-03-24,Wisconsin,23.0,56
25288,2020-10-04,Arizona,1.0,32
25289,2020-12-03,Wyoming,27.0,40
25290,2021-01-27,Virginia,80.0,48
25291,2020-07-20,Maine,1.0,21
25292,2020-05-24,Louisiana,7.0,13
25294,2021-03-12,South Carolina,12.0,54
25295,2020-08-18,Idaho,9.0,25
25297,2020-09-13,New Hampshire,1.0,29
25298,2020-09-08,North Carolina,30.0,28
25299,2021-03-08,Idaho,11.0,54
25300,2021-04-01,Minnesota,12.0,57
25301,2020-06-18,Maryland,9.0,16
25302,2020-10-26,Alabama,18.0,35
25304,2020-05-27,Connecticut,34.0,13
25305,2021-05-12,North Carolina,10.0,63
25306,2020-04-25,Kentucky,5.0,8
25307,2021-01-13,New Jersey,122.0,46
25308,2020-04-06,Mississippi,8.0,6
25309,2021-04-04,Idaho,0.0,58
25310,2020-12-22,Mississippi,37.0,43
25312,2021-03-06,Nebraska,1.0,53
25313,2020-07-18,North Dakota,2.0,20
25314,2021-01-11,Rhode Island,22.0,46
25315,2020-06-02,New Jersey,49.0,14
25316,2020-07-24,Arizona,79.0,21
25317,2021-04-19,Arizona,0.0,60
25318,2020-06-30,Louisiana,22.0,18
25319,2020-03-08,Idaho,0.0,2
25320,2021-01-04,California,664.0,45
25322,2020-06-30,Virginia,0.0,18
25323,2021-04-15,Rhode Island,2.0,59
25324,2021-05-31,Missouri,0.0,66
25325,2020-06-07,Montana,0.0,15
25326,2020-09-15,Missouri,16.0,29
25327,2020-07-07,South Carolina,19.0,19
25328,2021-02-21,Vermont,1.0,52
25330,2020-04-07,Alabama,13.0,6
25331,2020-08-12,Wisconsin,5.0,24
25332,2020-06-19,Missouri,6.0,16
25334,2021-05-10,Wyoming,0.0,63
25335,2020-03-08,Connecticut,0.0,2
25336,2021-04-14,Wyoming,0.0,59
25338,2020-12-13,Maryland,39.0,42
25339,2020-11-07,Montana,26.0,36
25341,2021-02-15,Michigan,24.0,51
25343,2020-06-27,North Dakota,,17
25345,2020-06-13,Michigan,11.0,15
25346,2021-04-27,California,23.0,61
25347,2020-07-12,Mississippi,22.0,20
25349,2021-01-31,Louisiana,58.0,49
25350,2020-04-07,Missouri,12.0,6
25351,2020-07-03,Nevada,3.0,18
25352,2020-04-28,Alabama,12.0,9
25354,2020-05-24,Vermont,0.0,13
25355,2020-07-17,New Hampshire,0.0,20
25356,2020-10-07,Illinois,42.0,32
25357,2020-10-30,Mississippi,8.0,35
25359,2020-11-30,Louisiana,13.0,40
25360,2020-08-05,Rhode Island,2.0,23
25361,2021-03-10,Montana,2.0,54
25362,2020-06-24,Rhode Island,5.0,17
25364,2021-01-04,Louisiana,48.0,45
25365,2020-07-12,Washington,14.0,20
25367,2021-02-02,Missouri,23.0,49
25368,2021-03-12,Missouri,3.0,54
25369,2021-03-19,Louisiana,14.0,55
25370,2020-10-26,Mississippi,17.0,35
25371,2020-08-31,Wisconsin,0.0,27
25372,2020-05-10,Idaho,0.0,11
25373,2021-02-24,Rhode Island,5.0,52
25374,2020-12-11,Nevada,45.0,41
25375,2020-10-30,Rhode Island,5.0,35
25377,2020-11-25,Wisconsin,71.0,39
25378,2021-01-22,Delaware,0.0,47
25379,2020-12-13,Minnesota,85.0,42
25381,2020-11-15,Mississippi,18.0,38
25382,2020-11-27,Nebraska,2.0,39
25383,2021-05-01,Idaho,,61
25385,2021-02-04,Louisiana,38.0,49
25389,2020-08-19,Montana,0.0,25
25390,2020-04-08,Oregon,5.0,6
25392,2020-07-03,North Dakota,9.0,18
25394,2020-07-18,Connecticut,0.0,20
25396,2021-05-14,Montana,1.0,63
25397,2021-02-16,Nebraska,0.0,51
25399,2020-07-01,Mississippi,20.0,18
25400,2021-03-07,Michigan,10.0,54
25401,2020-03-23,Nebraska,0.0,4
25402,2020-04-05,Washington,27.0,6
25404,2020-11-26,Alabama,24.0,39
25405,2020-03-02,Montana,0.0,1
25406,2021-03-22,Oregon,2.0,56
25407,2020-04-16,Maine,3.0,7
25408,2020-04-24,Missouri,30.0,8
25409,2020-07-22,Nebraska,1.0,21
25410,2020-05-15,Montana,0.0,11
25411,2020-11-29,Missouri,63.0,40
25412,2021-04-14,Nevada,14.0,59
25413,2021-04-04,North Dakota,0.0,58
25415,2020-07-14,Missouri,11.0,20
25416,2020-08-05,Mississippi,17.0,23
25417,2021-03-24,Nebraska,28.0,56
25418,2020-10-04,Oregon,1.0,32
25419,2021-03-28,Vermont,1.0,57
25420,2021-03-29,Indiana,8.0,57
25421,2020-09-16,Nebraska,3.0,29
25422,2020-08-10,Nevada,6.0,24
25423,2020-04-26,Maryland,54.0,9
25425,2020-04-04,Maine,1.0,5
25426,2020-08-29,Idaho,5.0,26
25427,2020-08-23,North Dakota,1.0,26
25428,2020-10-26,Nevada,1.0,35
25429,2020-06-09,Indiana,16.0,15
25430,2020-10-01,Idaho,3.0,31
25432,2020-12-19,Virginia,7.0,42
25433,2020-12-26,Alabama,72.0,43
25436,2021-03-20,Arizona,42.0,55
25438,2020-09-07,Wisconsin,0.0,28
25439,2021-01-07,Nevada,44.0,45
25440,2020-10-12,Louisiana,14.0,33
25442,2021-02-18,Washington,44.0,51
25443,2020-11-17,New Jersey,38.0,38
25444,2020-09-05,Maine,0.0,27
25445,2020-09-10,Wisconsin,10.0,28
25446,2020-06-14,Oregon,2.0,16
25447,2020-08-16,Maine,0.0,25
25448,2020-04-12,Maine,0.0,7
25449,2021-03-07,Missouri,10.0,54
25450,2020-04-22,South Carolina,4.0,8
25451,2020-10-05,Washington,16.0,32
25455,2020-06-29,Illinois,14.0,18
25456,2021-01-11,Arizona,6.0,46
25457,2021-01-25,Washington,34.0,48
25458,2021-06-02,Delaware,5.0,66
25459,2020-04-14,California,79.0,7
25460,2021-04-07,Montana,12.0,58
25461,2020-11-16,Idaho,4.0,38
25462,2020-06-07,Missouri,11.0,15
25463,2021-03-01,Vermont,1.0,53
25464,2020-06-08,Delaware,12.0,15
25465,2021-05-01,New Hampshire,1.0,61
25466,2020-06-23,Connecticut,14.0,17
25467,2020-08-08,North Carolina,40.0,23
25468,2020-05-23,Mississippi,15.0,12
25469,2020-11-10,Connecticut,9.0,37
25470,2021-05-05,Alabama,5.0,62
25471,2021-03-05,Maryland,17.0,53
25472,2020-08-12,North Carolina,29.0,24
25473,2020-10-08,Connecticut,5.0,32
25474,2020-10-09,Rhode Island,3.0,32
25475,2021-01-13,North Carolina,104.0,46
25476,2021-01-01,Arizona,151.0,44
25477,2020-12-24,Kentucky,0.0,43
25478,2021-04-04,Washington,0.0,58
25479,2021-02-14,Montana,0.0,51
25482,2020-07-06,North Carolina,19.0,19
25483,2021-03-10,Idaho,9.0,54
25484,2020-06-24,North Carolina,18.0,17
25485,2020-07-02,California,85.0,18
25487,2020-08-10,New Jersey,4.0,24
25488,2020-10-08,Michigan,13.0,32
25489,2021-01-11,South Carolina,66.0,46
25491,2020-05-03,South Carolina,7.0,10
25493,2020-12-22,Wyoming,22.0,43
25494,2020-04-09,Virginia,12.0,6
25495,2020-07-29,Nebraska,3.0,22
25496,2020-05-05,Michigan,60.0,10
25497,2020-04-25,Minnesota,23.0,8
25498,2021-04-24,Mississippi,1.0,60
25499,2020-04-07,Washington,23.0,6
25500,2021-04-14,Michigan,54.0,59
25501,2021-03-14,Nevada,1.0,55
25502,2020-04-20,North Dakota,3.0,8
25503,2020-07-02,Delaware,0.0,18
25505,2020-07-02,Arizona,37.0,18
25506,2021-01-06,Maryland,37.0,45
25507,2020-06-25,Mississippi,13.0,17
25508,2021-05-26,Missouri,4.0,65
25509,2021-04-14,Maryland,20.0,59
25512,2020-04-22,New Hampshire,6.0,8
25513,2020-07-16,Wyoming,2.0,20
25514,2020-05-08,New Jersey,151.0,10
25516,2021-04-04,Maine,1.0,58
25517,2020-10-20,Rhode Island,4.0,34
25518,2020-09-09,South Carolina,35.0,28
25519,2021-01-22,Oregon,22.0,47
25520,2021-04-06,Washington,14.0,58
25522,2020-05-28,North Dakota,1.0,13
25523,2021-06-05,Wyoming,0.0,66
25524,2021-01-09,Nebraska,4.0,45
25525,2020-10-23,Vermont,0.0,34
25526,2020-03-10,Missouri,0.0,2
25527,2021-01-28,New Jersey,81.0,48
25528,2020-04-17,Michigan,146.0,7
25529,2021-04-27,Connecticut,1.0,61
25530,2020-04-03,Delaware,2.0,5
25531,2021-05-04,Washington,21.0,62
25533,2021-04-10,Louisiana,0.0,58
25535,2020-04-13,Illinois,74.0,7
25536,2020-04-11,Alabama,9.0,6
25537,2021-05-14,Arizona,9.0,63
25538,2020-06-19,Washington,10.0,16
25541,2020-09-30,Virginia,20.0,31
25542,2020-11-29,Alabama,41.0,40
25543,2020-06-07,California,65.0,15
25544,2020-06-21,New Jersey,13.0,17
25545,2020-03-19,Wyoming,0.0,3
25546,2020-09-02,Arizona,21.0,27
25548,2020-12-05,Rhode Island,16.0,40
25549,2020-03-01,Washington,0.0,1
25550,2020-05-16,Nevada,,11
25551,2020-10-01,Wisconsin,21.0,31
25552,2021-03-23,Mississippi,4.0,56
25553,2020-07-06,Maryland,15.0,19
25554,2021-01-23,Wisconsin,49.0,47
25555,2021-01-11,Indiana,64.0,46
25556,2020-04-18,Nevada,4.0,7
25557,2020-08-22,New Jersey,2.0,25
25558,2021-03-03,Connecticut,20.0,53
25559,2020-06-11,Rhode Island,6.0,15
25560,2020-04-30,Virginia,29.0,9
25561,2020-10-08,Delaware,2.0,32
25562,2020-12-09,Nevada,25.0,41
25563,2021-05-17,Idaho,0.0,64
25565,2020-11-17,South Carolina,12.0,38
25566,2021-02-22,New Jersey,16.0,52
25567,2020-06-27,Alabama,21.0,17
25568,2021-01-19,Arizona,1.0,47
25569,2020-05-05,Wyoming,0.0,10
25570,2021-02-04,Wisconsin,49.0,49
25571,2020-09-14,Maryland,9.0,29
25572,2021-05-02,Missouri,4.0,62
25573,2020-07-22,California,139.0,21
25574,2020-03-23,New Hampshire,1.0,4
25576,2020-09-13,Wyoming,0.0,29
25577,2020-12-28,Maryland,53.0,44
25579,2021-01-19,Wyoming,28.0,47
25580,2020-05-06,Delaware,6.0,10
25581,2020-06-22,Oregon,2.0,17
25582,2020-06-07,Minnesota,11.0,15
25583,2020-11-26,Arizona,44.0,39
25584,2021-03-16,Minnesota,2.0,55
25585,2021-02-13,Washington,0.0,50
25586,2020-11-20,California,112.0,38
25587,2020-11-14,Vermont,0.0,37
25588,2020-05-01,Mississippi,16.0,9
25589,2020-06-11,Wisconsin,11.0,15
25590,2020-11-21,Nebraska,8.0,38
25591,2021-04-01,Maine,1.0,57
25592,2020-08-16,Kentucky,3.0,25
25593,2021-05-30,Missouri,0.0,66
25594,2021-02-13,New Jersey,47.0,50
25595,2020-08-05,Virginia,25.0,23
25596,2021-01-14,Minnesota,43.0,46
25597,2020-04-25,Wisconsin,4.0,8
25598,2020-05-12,Wyoming,0.0,11
25599,2020-04-13,Arizona,7.0,7
25600,2020-10-24,Alabama,22.0,34
25602,2020-09-23,Connecticut,1.0,30
25603,2020-05-27,Oregon,0.0,13
25604,2021-04-26,Indiana,11.0,61
25605,2020-10-01,Mississippi,12.0,31
25607,2021-04-02,Missouri,2.0,57
25608,2020-08-22,New Hampshire,1.0,25
25609,2021-04-08,Indiana,9.0,58
25610,2020-07-23,Nevada,5.0,21
25612,2020-09-19,Delaware,0.0,29
25613,2020-07-01,Wyoming,0.0,18
25617,2021-02-16,Illinois,33.0,51
25618,2020-09-08,New Hampshire,0.0,28
25620,2021-01-16,Idaho,14.0,46
25621,2021-03-21,Oregon,1.0,56
25622,2020-06-10,California,75.0,15
25623,2021-02-01,Minnesota,2.0,49
25624,2021-01-28,Vermont,0.0,48
25625,2020-08-21,Minnesota,,25
25626,2020-04-09,Arizona,9.0,6
25627,2021-03-24,Montana,12.0,56
25628,2020-09-21,Connecticut,3.0,30
25629,2020-05-23,Connecticut,38.0,12
25630,2021-03-30,Mississippi,6.0,57
25631,2020-03-30,North Carolina,4.0,5
25632,2020-08-22,Michigan,6.0,25
25633,2021-02-20,South Carolina,37.0,51
25634,2020-03-24,Virginia,3.0,4
25635,2020-09-14,Maine,1.0,29
25636,2021-03-09,Vermont,3.0,54
25637,2020-03-29,New Jersey,21.0,5
25638,2020-09-08,Nebraska,2.0,28
25639,2020-07-25,Alabama,39.0,21
25640,2021-04-07,Mississippi,2.0,58
25641,2020-09-02,Louisiana,0.0,27
25642,2021-02-23,Louisiana,26.0,52
25644,2020-04-29,New Hampshire,6.0,9
25645,2021-02-02,Vermont,1.0,49
25646,2021-05-24,Delaware,0.0,65
25647,2020-10-05,Rhode Island,4.0,32
25648,2020-10-04,Louisiana,32.0,32
25649,2020-11-02,Louisiana,8.0,36
25650,2020-07-08,Indiana,9.0,19
25651,2021-05-26,Vermont,0.0,65
25652,2020-10-16,Connecticut,2.0,33
25653,2021-05-31,Mississippi,0.0,66
25656,2020-10-29,Washington,6.0,35
25657,2021-02-20,Connecticut,0.0,51
25658,2021-05-13,Mississippi,4.0,63
25659,2021-02-06,Nebraska,0.0,49
25661,2020-06-04,Kentucky,8.0,14
25663,2020-07-08,Louisiana,20.0,19
25665,2021-06-01,Oregon,3.0,66
25666,2020-11-18,Idaho,14.0,38
25668,2021-04-04,Michigan,49.0,58
25669,2021-05-06,Vermont,1.0,62
25670,2021-02-12,Kentucky,42.0,50
25671,2021-02-22,Vermont,1.0,52
25672,2021-05-18,North Dakota,2.0,64
25673,2020-07-11,Michigan,9.0,19
25674,2020-08-16,New Hampshire,0.0,25
25675,2020-09-25,Indiana,13.0,30
25679,2021-01-20,Mississippi,25.0,47
25682,2020-08-06,Virginia,18.0,23
25683,2021-01-02,Rhode Island,14.0,44
25684,2021-04-03,Idaho,0.0,57
25686,2021-04-28,Delaware,5.0,61
25687,2021-04-20,Missouri,4.0,60
25688,2021-02-17,Louisiana,66.0,51
25689,2021-02-20,California,237.0,51
25690,2020-12-12,North Dakota,0.0,41
25691,2021-02-27,Nebraska,4.0,52
25692,2021-02-12,Oregon,38.0,50
25693,2021-01-05,Missouri,54.0,45
25694,2020-08-26,Wyoming,0.0,26
25695,2020-03-03,Connecticut,0.0,1
25696,2020-12-03,New Hampshire,7.0,40
25697,2021-03-09,Virginia,59.0,54
25698,2020-03-10,Virginia,0.0,2
25700,2020-03-14,North Dakota,0.0,2
25701,2020-09-03,New Jersey,7.0,27
25702,2021-03-01,Maine,0.0,53
25703,2021-05-06,New Hampshire,3.0,62
25704,2020-04-15,New Hampshire,5.0,7
25705,2021-05-02,Arizona,6.0,62
25706,2020-04-21,New Jersey,376.0,8
25708,2020-09-14,Louisiana,17.0,29
25709,2020-05-18,Nebraska,2.0,12
25710,2020-11-01,Maine,1.0,36
25711,2021-05-31,Louisiana,0.0,66
25712,2020-07-25,Maine,1.0,21
25713,2020-10-20,New Jersey,13.0,34
25716,2020-10-06,Illinois,31.0,32
25717,2020-08-21,New Jersey,9.0,25
25718,2021-01-02,California,642.0,44
25719,2021-05-06,Maine,1.0,62
25720,2020-08-31,Washington,10.0,27
25721,2020-03-20,Missouri,2.0,3
25722,2021-04-04,Wyoming,0.0,58
25723,2020-09-15,Vermont,0.0,29
25724,2020-09-14,Michigan,9.0,29
25725,2021-05-12,Maine,0.0,63
25726,2020-05-02,Connecticut,97.0,9
25727,2021-02-01,Illinois,20.0,49
25728,2021-01-08,Wyoming,0.0,45
25729,2020-10-30,Nebraska,9.0,35
25730,2020-03-09,Illinois,0.0,2
25731,2020-03-02,Kentucky,0.0,1
25733,2021-02-14,Nevada,15.0,51
25734,2020-08-25,Illinois,29.0,26
25735,2021-04-02,Illinois,25.0,57
25737,2020-05-02,Vermont,1.0,9
25738,2020-12-04,Montana,5.0,40
25741,2020-05-31,North Dakota,1.0,14
25742,2020-07-06,Louisiana,8.0,19
25743,2020-06-24,Wisconsin,7.0,17
25745,2020-10-19,Minnesota,0.0,34
